Date,Close
17/10/2002 17:00:00,97.95
30/10/2002 17:00:00,117.54
31/10/2002 17:00:00,117.54
01/11/2002 17:00:00,117.54
05/11/2002 17:00:00,137.13
06/11/2002 17:00:00,146.93
07/11/2002 17:00:00,146.93
08/11/2002 17:00:00,146.93
11/11/2002 17:00:00,146.93
13/11/2002 17:00:00,166.52
14/11/2002 17:00:00,156.72
15/11/2002 17:00:00,205.7
18/11/2002 17:00:00,215.49
19/11/2002 17:00:00,244.88
20/11/2002 17:00:00,244.88
21/11/2002 17:00:00,215.49
22/11/2002 17:00:00,235.08
25/11/2002 17:00:00,195.9
27/11/2002 17:00:00,176.31
29/11/2002 17:00:00,225.29
02/12/2002 17:00:00,225.29
03/12/2002 17:00:00,215.49
04/12/2002 17:00:00,186.11
06/12/2002 17:00:00,195.9
09/12/2002 17:00:00,195.9
13/12/2002 17:00:00,195.9
18/12/2002 17:00:00,205.7
19/12/2002 17:00:00,205.7
24/12/2002 17:00:00,205.7
27/12/2002 17:00:00,195.9
30/12/2002 17:00:00,195.9
31/12/2002 17:00:00,195.9
02/01/2003 17:00:00,205.7
03/01/2003 17:00:00,205.7
07/01/2003 17:00:00,205.7
08/01/2003 17:00:00,195.9
13/01/2003 17:00:00,176.31
14/01/2003 17:00:00,176.31
15/01/2003 17:00:00,176.31
16/01/2003 17:00:00,166.52
28/01/2003 17:00:00,205.7
29/01/2003 17:00:00,186.11
30/01/2003 17:00:00,215.49
03/02/2003 17:00:00,215.49
04/02/2003 17:00:00,215.49
05/02/2003 17:00:00,215.49
06/02/2003 17:00:00,225.29
07/02/2003 17:00:00,225.29
10/02/2003 17:00:00,225.29
11/02/2003 17:00:00,215.49
12/02/2003 17:00:00,166.52
13/02/2003 17:00:00,176.31
17/02/2003 17:00:00,176.31
20/02/2003 17:00:00,186.11
21/02/2003 17:00:00,195.9
26/02/2003 17:00:00,195.9
27/02/2003 17:00:00,195.9
28/02/2003 17:00:00,195.9
04/03/2003 17:00:00,146.93
05/03/2003 17:00:00,146.93
06/03/2003 17:00:00,156.72
07/03/2003 17:00:00,156.72
10/03/2003 17:00:00,156.72
12/03/2003 17:00:00,146.93
13/03/2003 17:00:00,127.34
14/03/2003 17:00:00,146.93
17/03/2003 17:00:00,156.72
20/03/2003 17:00:00,156.72
24/03/2003 17:00:00,156.72
25/03/2003 17:00:00,127.34
26/03/2003 17:00:00,137.13
27/03/2003 17:00:00,137.13
31/03/2003 17:00:00,166.52
01/04/2003 17:00:00,117.54
02/04/2003 17:00:00,117.54
03/04/2003 17:00:00,137.13
09/04/2003 17:00:00,186.11
10/04/2003 17:00:00,176.31
11/04/2003 17:00:00,176.31
14/04/2003 17:00:00,195.9
15/04/2003 17:00:00,195.9
16/04/2003 17:00:00,195.9
17/04/2003 17:00:00,195.9
22/04/2003 17:00:00,186.11
23/04/2003 17:00:00,176.31
24/04/2003 17:00:00,156.72
25/04/2003 17:00:00,137.13
29/04/2003 17:00:00,117.54
30/04/2003 17:00:00,117.54
05/05/2003 17:00:00,127.34
06/05/2003 17:00:00,176.31
07/05/2003 17:00:00,166.52
08/05/2003 17:00:00,166.52
09/05/2003 17:00:00,176.31
13/05/2003 17:00:00,176.31
15/05/2003 17:00:00,176.31
16/05/2003 17:00:00,176.31
19/05/2003 17:00:00,156.72
20/05/2003 17:00:00,176.31
22/05/2003 17:00:00,146.93
23/05/2003 17:00:00,146.93
27/05/2003 17:00:00,117.54
28/05/2003 17:00:00,156.72
29/05/2003 17:00:00,127.34
02/06/2003 17:00:00,137.13
04/06/2003 17:00:00,156.72
06/06/2003 17:00:00,137.13
13/06/2003 17:00:00,137.13
17/06/2003 17:00:00,127.34
18/06/2003 17:00:00,127.34
20/06/2003 17:00:00,117.54
24/06/2003 17:00:00,127.34
27/06/2003 17:00:00,97.95
30/06/2003 17:00:00,107.75
01/07/2003 17:00:00,107.75
02/07/2003 17:00:00,117.54
03/07/2003 17:00:00,117.54
04/07/2003 17:00:00,117.54
08/07/2003 17:00:00,117.54
10/07/2003 17:00:00,117.54
11/07/2003 17:00:00,117.54
14/07/2003 17:00:00,117.54
16/07/2003 17:00:00,117.54
21/07/2003 17:00:00,117.54
23/07/2003 17:00:00,97.95
24/07/2003 17:00:00,97.95
25/07/2003 17:00:00,117.54
28/07/2003 17:00:00,107.75
29/07/2003 17:00:00,107.75
30/07/2003 17:00:00,117.54
01/08/2003 17:00:00,107.75
04/08/2003 17:00:00,117.54
05/08/2003 17:00:00,117.54
07/08/2003 17:00:00,127.34
08/08/2003 17:00:00,146.93
11/08/2003 17:00:00,146.93
12/08/2003 17:00:00,156.72
13/08/2003 17:00:00,146.93
14/08/2003 17:00:00,156.72
15/08/2003 17:00:00,137.13
18/08/2003 17:00:00,137.13
19/08/2003 17:00:00,146.93
20/08/2003 17:00:00,146.93
21/08/2003 17:00:00,137.13
22/08/2003 17:00:00,137.13
25/08/2003 17:00:00,137.13
26/08/2003 17:00:00,146.93
27/08/2003 17:00:00,156.72
28/08/2003 17:00:00,156.72
29/08/2003 17:00:00,146.93
01/09/2003 17:00:00,146.93
02/09/2003 17:00:00,156.72
03/09/2003 17:00:00,146.93
04/09/2003 17:00:00,146.93
05/09/2003 17:00:00,156.72
08/09/2003 17:00:00,146.93
09/09/2003 17:00:00,156.72
10/09/2003 17:00:00,156.72
11/09/2003 17:00:00,156.72
12/09/2003 17:00:00,137.13
16/09/2003 17:00:00,146.93
18/09/2003 17:00:00,146.93
23/09/2003 17:00:00,137.13
25/09/2003 17:00:00,107.75
26/09/2003 17:00:00,117.54
01/10/2003 17:00:00,137.13
07/10/2003 17:00:00,127.34
08/10/2003 17:00:00,117.54
09/10/2003 17:00:00,117.54
15/10/2003 17:00:00,137.13
17/10/2003 17:00:00,127.34
20/10/2003 17:00:00,137.13
21/10/2003 17:00:00,117.54
24/10/2003 17:00:00,117.54
27/10/2003 17:00:00,117.54
29/10/2003 17:00:00,117.54
30/10/2003 17:00:00,137.13
31/10/2003 17:00:00,137.13
03/11/2003 17:00:00,137.13
04/11/2003 17:00:00,117.54
05/11/2003 17:00:00,117.54
06/11/2003 17:00:00,127.34
07/11/2003 17:00:00,117.54
10/11/2003 17:00:00,117.54
11/11/2003 17:00:00,117.54
17/11/2003 17:00:00,107.75
18/11/2003 17:00:00,117.54
19/11/2003 17:00:00,127.34
21/11/2003 17:00:00,137.13
26/11/2003 17:00:00,137.13
27/11/2003 17:00:00,127.34
28/11/2003 17:00:00,117.54
01/12/2003 17:00:00,137.13
02/12/2003 17:00:00,117.54
03/12/2003 17:00:00,117.54
04/12/2003 17:00:00,107.75
05/12/2003 17:00:00,107.75
08/12/2003 17:00:00,117.54
09/12/2003 17:00:00,117.54
10/12/2003 17:00:00,117.54
11/12/2003 17:00:00,107.75
12/12/2003 17:00:00,137.13
15/12/2003 17:00:00,146.93
18/12/2003 17:00:00,146.93
24/12/2003 17:00:00,146.93
29/12/2003 17:00:00,146.93
30/12/2003 17:00:00,146.93
31/12/2003 17:00:00,146.93
07/01/2004 17:00:00,127.34
08/01/2004 17:00:00,137.13
09/01/2004 17:00:00,137.13
09/02/2004 17:00:00,127.34
11/02/2004 17:00:00,107.75
12/02/2004 17:00:00,117.54
17/02/2004 17:00:00,107.75
18/02/2004 17:00:00,107.75
19/02/2004 17:00:00,107.75
20/02/2004 17:00:00,107.75
23/02/2004 17:00:00,107.75
26/02/2004 17:00:00,97.95
27/02/2004 17:00:00,97.95
19/03/2004 17:00:00,97.95
01/04/2004 17:00:00,97.95
02/04/2004 17:00:00,97.95
05/04/2004 17:00:00,97.95
08/04/2004 17:00:00,97.95
13/04/2004 17:00:00,97.95
20/04/2004 17:00:00,58.77
21/04/2004 17:00:00,78.36
26/04/2004 17:00:00,78.36
28/04/2004 17:00:00,78.36
29/04/2004 17:00:00,68.57
04/05/2004 17:00:00,68.57
10/05/2004 17:00:00,68.57
14/05/2004 17:00:00,68.57
17/05/2004 17:00:00,78.36
27/05/2004 17:00:00,78.36
31/05/2004 17:00:00,78.36
01/06/2004 17:00:00,78.36
03/06/2004 17:00:00,78.36
08/06/2004 17:00:00,48.98
